	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
cichlid6994140	MayFai41	D06-B02	20.13	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994140/fAstCal1.2/cichlid6994140.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
CICHM16429672	ChnElo2	D06-B05	29.0	1.0		Maylandia	sp-elongatus-chailosi	1.0	1.0	1.0	U	Mbuna	Chilumba	Chitande_island	0.0		sanger	initially Pseudotropheus elongatus	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429672/CICHM16429672.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	genus:Chindongo;species:elongatus;		Maylandia_sp-elongatus-chailosi
cichlid6994141	MayCal2	D06-B07	19.68	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994141/fAstCal1.2/cichlid6994141.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994142	MayCal3	D06-B08	16.63	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994142/fAstCal1.2/cichlid6994142.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994143	AulBlu1	D06-B09	18.7	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994143/fAstCal1.2/cichlid6994143.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994144	AulBlu2	D06-B10	17.03	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994144/fAstCal1.2/cichlid6994144.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994145	AulBlu3	D06-C01	17.48	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994145/fAstCal1.2/cichlid6994145.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994146	AulBlu4	D06-C02	18.05	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994146/fAstCal1.2/cichlid6994146.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994147	AulEth1	D06-C03	18.77	1.0		Aulonocara	ethelwynnae	1.0	1.0	1.0	M	Deep	Chilumba	Chilumba_jetty	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994147/fAstCal1.2/cichlid6994147.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-ethelwynnae;		Aulonocara_ethelwynnae
cichlid6994148	AulEth2	D06-C04	19.62	1.0		Aulonocara	ethelwynnae	1.0	1.0	1.0	M	Deep	Chilumba	Chilumba_jetty	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994148/fAstCal1.2/cichlid6994148.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-ethelwynnae;		Aulonocara_ethelwynnae
cichlid6994149	MayFai42	D06-C05	17.14	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994149/fAstCal1.2/cichlid6994149.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994150	MayFai43	D06-C06	17.07	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994150/fAstCal1.2/cichlid6994150.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichm16429730	MayFai44	D06-C07	35.3	1.0		Maylandia	fainzilberi				M	Mbuna	Chilumba	Chitande_island												Maylandia_fainzilberi
cichlid6994151	MayFai45	D06-C08	17.59	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994151/fAstCal1.2/cichlid6994151.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994152	MayFai46	D06-C09	16.67	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994152/fAstCal1.2/cichlid6994152.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994153	MayFai47	D06-C10	17.0	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994153/fAstCal1.2/cichlid6994153.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994154	MayFai48	D06-D01	17.09	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994154/fAstCal1.2/cichlid6994154.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994155	MayFai49	D06-D02	16.25	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994155/fAstCal1.2/cichlid6994155.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994156	MayFai50	D06-D03	18.94	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994156/fAstCal1.2/cichlid6994156.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994157	MayFai51	D06-D04	16.92	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994157/fAstCal1.2/cichlid6994157.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994158	MayFai52	D06-D05	22.62	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994158/fAstCal1.2/cichlid6994158.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994159	MayFai53	D06-D06	18.34	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994159/fAstCal1.2/cichlid6994159.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994160	MayFai54	D06-D07	16.05	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994160/fAstCal1.2/cichlid6994160.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994161	MayFai55	D06-D08	14.15	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994161/fAstCal1.2/cichlid6994161.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994162	MayFai56	D06-D09	17.28	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994162/fAstCal1.2/cichlid6994162.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994163	MayFai57	D06-D10	15.93	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994163/fAstCal1.2/cichlid6994163.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994164	MayCal4	D06-E02	16.02	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994164/fAstCal1.2/cichlid6994164.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994165	MayCal5	D06-E03	14.21	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994165/fAstCal1.2/cichlid6994165.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
CICHM16429739	CopVir30	D06-E04	42.13	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Chilumba	Chiweta_beach	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429739/CICHM16429739.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6994166	MayCal6	D06-E05	20.27	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994166/fAstCal1.2/cichlid6994166.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994167	MayCal7	D06-E06	17.02	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994167/fAstCal1.2/cichlid6994167.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994168	MayCal8	D06-E07	20.31	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994168/fAstCal1.2/cichlid6994168.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994169	MayCal9	D06-E08	20.81	1.0		Maylandia	callainos	1.0	1.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994169/fAstCal1.2/cichlid6994169.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994170	MayCal10	D06-E09	15.19	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994170/fAstCal1.2/cichlid6994170.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994171	MayCal11	D06-E10	19.24	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994171/fAstCal1.2/cichlid6994171.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994172	MayCal12	D06-F01	15.03	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	blue		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994172/fAstCal1.2/cichlid6994172.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994173	MayCal13	D06-F02	16.49	1.0		Maylandia	callainos	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994173/fAstCal1.2/cichlid6994173.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994174	MayCal14	D06-F03	17.9	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994174/fAstCal1.2/cichlid6994174.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994175	MayCal15	D06-F04	17.43	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994175/fAstCal1.2/cichlid6994175.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994176	MayCal16	D06-F05	18.79	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994176/fAstCal1.2/cichlid6994176.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994177	MayCal17	D06-F06	17.99	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994177/fAstCal1.2/cichlid6994177.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994178	MayCal18	D06-F07	15.57	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994178/fAstCal1.2/cichlid6994178.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994180	MayCal19	D06-F08	16.25	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994180/fAstCal1.2/cichlid6994180.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994181	MayCal20	D06-F09	14.49	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994181/fAstCal1.2/cichlid6994181.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994182	MayCal21	D06-F10	18.15	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994182/fAstCal1.2/cichlid6994182.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994183	MayCal22	D06-G01	17.69	1.0		Maylandia	callainos	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994183/fAstCal1.2/cichlid6994183.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994184	AulBlu5	D06-G02	15.69	1.0	cram_problem	Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994184/fAstCal1.2/cichlid6994184.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994185	AulBlu6	D06-G03	18.57	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994185/fAstCal1.2/cichlid6994185.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994186	AulBlu7	D06-G04	18.93	1.0	cram_problem	Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994186/fAstCal1.2/cichlid6994186.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994187	AulBlu8	D06-G05	18.79	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994187/fAstCal1.2/cichlid6994187.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994188	AulBlu9	D06-G06	17.2	1.0		Aulonocara	sp-blue-orange	1.0	0.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994188/fAstCal1.2/cichlid6994188.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994189	AulBlu10	D06-G07	19.45	1.0		Aulonocara	sp-blue-orange	1.0	1.0	1.0	M	Deep	Chilumba	Chilumba_jetty	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994189/fAstCal1.2/cichlid6994189.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-blue-orange;		Aulonocara_sp-blue-orange
cichlid6994190	StiMod3	D06-G08	17.53	1.0		Stigmatochromis	modestus	1.0	1.0	1.0	U	Shallow	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994190/fAstCal1.2/cichlid6994190.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Stigmatochromis_modestus
CICHM16429708	TaePra1	D06-G10	27.58	1.0		Taeniolethrinops	macrorhynchus	1.0	1.0	1.0	U	Shallow	Chilumba	Chiweta_beach	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429708/CICHM16429708.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	species:praeorbitalis;		Taeniolethrinops_macrorhynchus
cichlid6994191	LabFue24	D06-H01	17.36	1.0		Labeotropheus	fuelleborni	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994191/fAstCal1.2/cichlid6994191.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Labeotropheus_fuelleborni
CICHM16429680	LabFue25	D06-H02	30.67	1.0		Labeotropheus	fuelleborni	1.0	1.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429680/CICHM16429680.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Labeotropheus_fuelleborni
cichlid6994192	LabFue26	D06-H03	19.7	1.0		Labeotropheus	fuelleborni	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994192/fAstCal1.2/cichlid6994192.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Labeotropheus_fuelleborni
cichlid6994193	TroOli6	D06-H04	18.05	1.0		Tropheops	sp-olive	1.0	1.0	1.0	M	Mbuna	Chilumba	Chitande_island	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994193/fAstCal1.2/cichlid6994193.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-olive;		Tropheops_sp-olive
cichlid6994194	TroWhi1	D06-H05	19.48	1.0		Tropheops	sp-white-dorsal	1.0	1.0	1.0	M	Mbuna	Chilumba	Chitande_island	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994194/fAstCal1.2/cichlid6994194.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-white-dorsal;		Tropheops_sp-white-dorsal
CICHM16429576	PetGen8	D06-I01	35.86	1.0		Petrotilapia	sp-genalutea-northern	1.0	1.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429576/CICHM16429576.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	species:genalutea;		Petrotilapia_sp-genalutea-northern
cichlid6994195	MayCal23	D06-I02	17.05	1.0		Maylandia	callainos	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger	grey		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994195/fAstCal1.2/cichlid6994195.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994196	TroWhi2	D06-I03	19.06	1.0		Tropheops	sp-white-dorsal	1.0	1.0	1.0	F	Mbuna	Chilumba	Chitande_island	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994196/fAstCal1.2/cichlid6994196.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-white-dorsal;		Tropheops_sp-white-dorsal
cichlid6994198	TroWhi4	D06-I05	14.98	1.0		Tropheops	sp-white-dorsal	1.0	0.0	1.0	F	Mbuna	Chilumba	Chitande_island	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994198/fAstCal1.2/cichlid6994198.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-white-dorsal;		Tropheops_sp-white-dorsal
cichlid6994199	MayCal24	D06-I06	16.55	1.0		Maylandia	callainos	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger	grey		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994199/fAstCal1.2/cichlid6994199.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994200	MayCal25	D06-I07	15.54	1.0		Maylandia	callainos	1.0	0.0	1.0	F?	Mbuna	Chilumba	Chitande_island	0.0		sanger	grey		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994200/fAstCal1.2/cichlid6994200.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_callainos
cichlid6994201	MayFai58	D06-I08	17.79	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994201/fAstCal1.2/cichlid6994201.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
cichlid6994202	MayFai59	D06-I09	17.77	1.0		Maylandia	fainzilberi	1.0	0.0	1.0	M	Mbuna	Chilumba	Chitande_island	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994202/fAstCal1.2/cichlid6994202.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Maylandia_fainzilberi
CICHM16429683	TyrNig2	D06-J01	32.98	1.0		Tyrannochromis	nigriventer	1.0	1.0	1.0	U	Shallow	Chilumba	Chitande_island	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429683/CICHM16429683.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Tyrannochromis_nigriventer
cichlid6994203	ProAnn1	D06-J05	19.01	1.0		Protomelas	annectens	1.0	1.0	1.0	M	Shallow	Chilumba	Ngara	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994203/fAstCal1.2/cichlid6994203.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Protomelas_annectens
